ICHI code	Title	Index term	Include note	Action flag	Expanded index with include note	Warning	Comments	Original full index terms	Original full include notes			Flag	Delete index term	Review index term									Original Title	Original index term
		Biopsy of fetal skin		I									FALSE	FALSE										Biopsy of fetal skin
		Biopsy of fetal tissue, site NEC		I									FALSE	FALSE										Biopsy of fetal tissue, site NEC
NMR.AE.AB	Transabdominal inspection of fetal structures							Laparoamnioscopy; Transabdominal fetoscopy					FALSE	FALSE									Transabdominal inspection of fetal structures	
		Laparoamnioscopy		I									FALSE	FALSE										Laparoamnioscopy
		Transabdominal fetoscopy		I									FALSE	FALSE										Transabdominal fetoscopy
NMR.AE.AD	Transcervical inspection of fetal structures							Embryoscopy; Fetoscopy					FALSE	FALSE									Transcervical inspection of fetal structures	
		Embryoscopy		I									FALSE	FALSE										Embryoscopy
		Fetoscopy		I									FALSE	FALSE										Fetoscopy
NMR.AI.AC	Internal fetal monitoring							Fetal ECG; Fetal monitoring NOS; Fetal pulse oximetry; Fetal scalp electrode; Internal fetal cardiotocography; Internal fetal CTG; Transcervical fetal oxygen saturation monitoring; Transcervical fetal SpO2 monitoring					FALSE	FALSE									Internal fetal monitoring	
		Fetal ECG		R			Split into two with expansion of abbreviation					R?(WC)	FALSE	TRUE										Fetal ECG
		Fetal monitoring, NOS		I									FALSE	FALSE										Fetal monitoring NOS
		Fetal pulse oximetry		I									FALSE	FALSE										Fetal pulse oximetry
		Fetal scalp electrode		I									FALSE	FALSE										Fetal scalp electrode
		Internal fetal cardiotocography		I									FALSE	FALSE										Internal fetal cardiotocography
		Internal fetal CTG		I									FALSE	FALSE										Internal fetal CTG
		Transcervical fetal oxygen saturation monitoring		I									FALSE	FALSE										Transcervical fetal oxygen saturation monitoring
		Transcervical fetal SpO2 monitoring		I									FALSE	FALSE										Transcervical fetal SpO2 monitoring
NMR.BA.BJ	Ultrasound of fetal structure							Echo intrauterine cephalometry; Fetal cephalometry by ultrasound; Fetal viability scan; Ultrasonic intrauterine cephalometry					FALSE	FALSE									Ultrasound of fetal structure	
		Echo intrauterine cephalometry		I									FALSE	FALSE										Echo intrauterine cephalometry
		Fetal cephalometry by ultrasound		I									FALSE	FALSE										Fetal cephalometry by ultrasound
		Fetal viability scan		I									FALSE	FALSE										Fetal viability scan
		Ultrasonic intrauterine cephalometry		I									FALSE	FALSE										Ultrasonic intrauterine cephalometry
NMR.DB.AE	Injection into fetus or embryonic structure							Injection into fetal heart or thorax for termination of pregnancy					FALSE	FALSE									Injection into fetus or embryonic structure	
		Injection into fetal heart or thorax for termination of pregnancy		I									FALSE	FALSE										Injection into fetal heart or thorax for termination of pregnancy
NMR.DG.AE	Fetal infusion							Exchange transfusion in utero; Insertion of catheter into abdomen of fetus for transfusion					FALSE	FALSE									Fetal infusion	
		Exchange transfusion in utero		I									FALSE	FALSE										Exchange transfusion in utero
		Insertion of catheter into abdomen of fetus for transfusion		I									FALSE	FALSE										Insertion of catheter into abdomen of fetus for transfusion
NMR.GA.AC	Destruction of fetus to facilitate delivery							Clavicotomy on fetus; Cleidotomy of fetus; Craniotomy of fetus; Destruction of fetus; Needling of fetus					FALSE	FALSE									Destruction of fetus to facilitate delivery	
		Clavicotomy on fetus		I									FALSE	FALSE										Clavicotomy on fetus
		Cleidotomy of fetus		I									FALSE	FALSE										Cleidotomy of fetus
		Craniotomy of fetus		I									FALSE	FALSE										Craniotomy of fetus
		Destruction of fetus		I									FALSE	FALSE										Destruction of fetus
		Needling of fetus		I									FALSE	FALSE										Needling of fetus
NMR.JF.AA	Removal of ectopic pregnancy							Removal of ectopic abdominal pregnancy; Removal of tubal ectopic pregnancy; Removal of fetus from extraperitoneal cavity following tubal rupture; Removal of fetus from extraperitoneal cavity following uterine rupture; Removal of fetus from peritoneal cavity following tubal rupture; Removal of fetus from peritoneal cavity following uterine rupture					FALSE	FALSE									Removal of ectopic pregnancy	
		Removal of ectopic abdominal pregnancy		I									FALSE	FALSE										Removal of ectopic abdominal pregnancy
		Removal of tubal ectopic pregnancy		I									FALSE	FALSE										Removal of tubal ectopic pregnancy
		Removal of fetus from extraperitoneal cavity following tubal rupture		I									FALSE	FALSE										Removal of fetus from extraperitoneal cavity following tubal rupture
		Removal of fetus from extraperitoneal cavity following uterine rupture		I									FALSE	FALSE										Removal of fetus from extraperitoneal cavity following uterine rupture
		Removal of fetus from peritoneal cavity following tubal rupture		I									FALSE	FALSE										Removal of fetus from peritoneal cavity following tubal rupture
		Removal of fetus from peritoneal cavity following uterine rupture		I									FALSE	FALSE										Removal of fetus from peritoneal cavity following uterine rupture
NMR.JF.AB	Laparoscopic removal of ectopic pregnancy							Laparoscopic:; removal of ectopic abdominal pregnancy; removal of tubal ectopic pregnancy; removal of fetus from extraperitoneal cavity following tubal rupture; removal of fetus from extraperitoneal cavity following uterine rupture; removal of fetus from peritoneal cavity following tubal rupture; removal of fetus from peritoneal cavity following uterine rupture					FALSE	FALSE									Laparoscopic removal of ectopic pregnancy	
		Laparoscopic removal of ectopic abdominal pregnancy		I									FALSE	FALSE										Laparoscopic removal of ectopic abdominal pregnancy
		Laparoscopic removal of tubal ectopic pregnancy		I									FALSE	FALSE										Laparoscopic removal of tubal ectopic pregnancy
		Laparoscopic removal of fetus from extraperitoneal cavity following tubal rupture		I									FALSE	FALSE										Laparoscopic removal of fetus from extraperitoneal cavity following tubal rupture
		Laparoscopic removal of fetus from extraperitoneal cavity following uterine rupture		I									FALSE	FALSE										Laparoscopic removal of fetus from extraperitoneal cavity following uterine rupture
		Laparoscopic removal of fetus from peritoneal cavity following tubal rupture		I									FALSE	FALSE										Laparoscopic removal of fetus from peritoneal cavity following tubal rupture
		Laparoscopic removal of fetus from peritoneal cavity following uterine rupture		I									FALSE	FALSE										Laparoscopic removal of fetus from peritoneal cavity following uterine rupture
NMR.LD.AC	Rotation of fetus							DeLee manoeuvre; Forceps rotation of fetal head; Key-in-lock rotation of fetus; Internal and combined version of fetus; Kielland rotation; Manual rotation of fetal head; Scanzoni's manoeuvre; Version of fetus, NOS					FALSE	FALSE									Rotation of fetus	
		DeLee manoeuvre		I									FALSE	FALSE										DeLee manoeuvre
		Forceps rotation of fetal head		I									FALSE	FALSE										Forceps rotation of fetal head
		Key-in-lock rotation of fetus		I									FALSE	FALSE										Key-in-lock rotation of fetus
		Internal and combined version of fetus		I									FALSE	FALSE										Internal and combined version of fetus
		Kielland rotation		I									FALSE	FALSE										Kielland rotation
		Manual rotation of fetal head		I									FALSE	FALSE										Manual rotation of fetal head
		Scanzoni's manoeuvre		I									FALSE	FALSE										Scanzoni's manoeuvre
		Version of fetus, NOS		I									FALSE	FALSE										Version of fetus, NOS
NMR.LD.AH	External version of fetus							External cephalic version					FALSE	FALSE									External version of fetus	
		External cephalic version		I									FALSE	FALSE										External cephalic version
NMZ.AE.AC	Gynaecological internal examination							Internal female pelvic examination					FALSE	FALSE									Gynaecological internal examination	
		Internal female pelvic examination		I									FALSE	FALSE										Internal female pelvic examination
NMZ.BA.BJ	Ultrasound of female genital tract, not elsewhere classified							Ultrasound of female pelvis, NOS					FALSE	FALSE									Ultrasound of female genital tract, not elsewhere classified	
		Ultrasound of female pelvis, NOS		I									FALSE	FALSE										Ultrasound of female pelvis, NOS
NMZ.JD.AC	Removal of internal device or foreign body from female genital tract, not elsewhere classified							Removal of sutures NEC				T?	FALSE	FALSE									Removal of foreign body from female genital tract, not elsewhere classified	
		Removal of sutures from female genital tract, NEC		I									FALSE	FALSE										Removal of sutures NEC
NT1.AA.ZZ	Assessment of genitourinary and reproductive functions							Systematic exploration of the various sensitive modalities					FALSE	FALSE									Assessment of genitourinary and reproductive functions	
		Systematic exploration of the various sensitive modalities		D									TRUE	FALSE										Systematic exploration of the various sensitive modalities
NTC.AB.ZZ	Measurement of urinary excretory functions							Bladder capacity; Excretion test and measurements; Filling cystometry; Glomerular function test; Measuring urinary output; Urodynamic flow study; Uroflowmetry; Voiding pressure; Urinary manometry; Urodynamic studies					FALSE	FALSE									Measurement of urinary excretory functions	
		Bladder capacity		I									FALSE	FALSE										Bladder capacity
		Excretion test and measurements		I									FALSE	FALSE										Excretion test and measurements
		Filling cystometry		I									FALSE	FALSE										Filling cystometry
		Glomerular function test		I									FALSE	FALSE										Glomerular function test
		Measuring urinary output		I									FALSE	FALSE										Measuring urinary output
		Urodynamic flow study		I									FALSE	FALSE										Urodynamic flow study
		Uroflowmetry		I									FALSE	FALSE										Uroflowmetry
		Voiding pressure		I									FALSE	FALSE										Voiding pressure
		Urinary manometry		I									FALSE	FALSE										Urinary manometry
		Urodynamic studies		I									FALSE	FALSE										Urodynamic studies
NTD.AM.ZZ	Observation of urination function							fluid input and urine output record					FALSE	FALSE									Observation of urination function	
		Fluid input and urine output record		I									FALSE	FALSE										fluid input and urine output record
NTD.PG.ZZ	Assisting and leading exercise for urination functions							Pelvic floor exercise					FALSE	FALSE									Assisting and leading exercise for urination functions	
		Pelvic floor exercise		I									FALSE	FALSE										Pelvic floor exercise
NTD.PH.ZZ	Training for urination functions							Continence training					FALSE	FALSE									Training for urination functions	
		Continence training		I									FALSE	FALSE										Continence training
NTD.ZY.ZZ	Other interventions on urination function, not elsewhere classified							Managing enuresis; Managing urinary incontinence					FALSE	FALSE									Other interventions on urination function, not elsewhere classified	
		Managing enuresis		I									FALSE	FALSE										Managing enuresis
		Managing urinary incontinence		I									FALSE	FALSE										Managing urinary incontinence
NUB.PM.ZZ	Education about menstruation							Functions of:; extent of menstrual bleeding; menarche; menopause; regularity and interval of menstruation					FALSE	FALSE									Education about menstruation	
		Functions of extent of menstrual bleeding		D									TRUE	FALSE										Functions of extent of menstrual bleeding
		Functions of menarche		D									TRUE	FALSE										Functions of menarche
		Functions of menopause		D									TRUE	FALSE										Functions of menopause
		Functions of regularity and interval of menstruation		D									TRUE	FALSE										Functions of regularity and interval of menstruation
NUC.PH.ZZ	Training for procreation functions							Antenatal or postnatal training NEC					FALSE	FALSE									Training for procreation functions	
		Antenatal or postnatal training, NEC		I									FALSE	FALSE										Antenatal or postnatal training NEC
NUC.RC.ZZ	Emotional support for procreation functions							Antenatal or postnatal emotional support NEC					FALSE	FALSE									Emotional support for procreation functions	
		Antenatal or postnatal emotional support, NEC		I									FALSE	FALSE										Antenatal or postnatal emotional support NEC
NUD.AA.ZZ	Assessment of functions related to fertility							Antenatal assessment					FALSE	FALSE									Assessment of functions related to fertility	
		Antenatal assessment		I									FALSE	FALSE										Antenatal assessment
NUD.PM.ZZ	Education about functions related to fertility							Fertility education					FALSE	FALSE									Education about functions related to fertility	
		Fertility education		I									FALSE	FALSE										Fertility education
NUD.PN.ZZ	Advising about functions related to fertility							Fertility advice					FALSE	FALSE									Advising about functions related to fertility	
		Fertility advice		I									FALSE	FALSE										Fertility advice
NUD.ZY.ZZ	Other interventions on functions related to fertility,  not elsewhere classified							Fertility management NOS					FALSE	FALSE									Other interventions on functions related to fertility,  not elsewhere classified	
		Fertility management, NOS		I									FALSE	FALSE										Fertility management NOS
NUE.AA.ZZ	Assessment of functions related to pregnancy							Antenatal assessment; Examination of pregnant woman; Prenatal examination					FALSE	FALSE									Assessment of functions related to pregnancy	
		Antenatal assessment		I									FALSE	FALSE										Antenatal assessment
		Examination of pregnant woman		I									FALSE	FALSE										Examination of pregnant woman
		Prenatal examination		I									FALSE	FALSE										Prenatal examination
NUE.PG.ZZ	Assisting or leading exercise for functions related to pregnancy							Antenatal or postnatal exercise					FALSE	FALSE									Assisting or leading exercise for functions related to pregnancy	
		Antenatal or postnatal exercise		I									FALSE	FALSE										Antenatal or postnatal exercise
NUE.PM.ZZ	Education about functions related to pregnancy							Prenatal or antenatal education					FALSE	FALSE									Education about functions related to pregnancy	
		Prenatal or antenatal education		I									FALSE	FALSE										Prenatal or antenatal education
NUE.ZY.ZZ	Other interventions on functions related to pregnancy, not elsewhere classified							Antenatal or postnatal care NOS					FALSE	FALSE									Other interventions on functions related to pregnancy, not elsewhere classified	
		Antenatal or postnatal care, NOS		I									FALSE	FALSE										Antenatal or postnatal care NOS
NZZ.ZY.ZZ	Other interventions on urogenital system, not elsewhere classified							Other diagnostic; therapeutic, managing; preventing; interventions on urogenital system, NOS					FALSE	FALSE									Other interventions on urogenital system, not elsewhere classified	
		Other diagnostic, therapeutic, managing or preventing interventions on urogenital system, NOS		I									FALSE	FALSE										Other diagnostic
		therapeutic, managing		D									TRUE	FALSE										therapeutic, managing
		preventing		D									TRUE	FALSE										preventing
		interventions on urogenital system, NOS		D									TRUE	FALSE										interventions on urogenital system, NOS
NZZ.ZZ.ZZ	Unspecified interventions on urogenital system							Unspecified diagnostic; therapeutic, managing; preventing; interventions on urogenital system					FALSE	FALSE									Unspecified interventions on urogenital system	
		Unspecified diagnostic, therapeutic, managing, or preventing interventions on urogenital system		I									FALSE	FALSE										Unspecified diagnostic
		therapeutic, managing		D									TRUE	FALSE										therapeutic, managing
		preventing		D									TRUE	FALSE										preventing
		interventions on urogenital system		D									TRUE	FALSE										interventions on urogenital system
PAA.AB.ZZ	Body measurement of trunk							Measuring trunk; Waist and chest circumference					FALSE	FALSE									Body measurement of trunk	
		Measuring trunk		I									FALSE	FALSE										Measuring trunk
		Waist and chest circumference		I									FALSE	FALSE										Waist and chest circumference
PAA.DP.AH	Installation of assistive product to trunk							Application of an external or transcutaneous cardiac pacemaker; Fitting of orthosis or external prosthesis to trunk; Fitting of upper limb or lower limb external orthosis or prosthesis to trunk					FALSE	FALSE									Installation of assistive product to trunk	
		Application of an external or transcutaneous cardiac pacemaker		I									FALSE	FALSE										Application of an external or transcutaneous cardiac pacemaker
		Fitting of orthosis or external prosthesis to trunk		I									FALSE	FALSE										Fitting of orthosis or external prosthesis to trunk
		Fitting of upper limb or lower limb external orthosis or prosthesis to trunk		I									FALSE	FALSE										Fitting of upper limb or lower limb external orthosis or prosthesis to trunk
PAA.LC.AH	Application of external immobilisation device to trunk, not elsewhere classified							Application of:; cast, brace, splint					FALSE	FALSE									Application of external immobilisation device to trunk, not elsewhere classified	
		Application of cast, brace, splint		R			Split into separate index terms					R?(WC)	FALSE	TRUE										Application of cast, brace, splint
PAA.SO.AH	Removal of an assistive product from trunk, unspecified							Removal of:; orthosis or external prosthesis; cast; brace; splint					FALSE	FALSE									Removal of an assistive product from trunk, unspecified	
		Removal of orthosis or external prosthesis		I									FALSE	FALSE										Removal of orthosis or external prosthesis
		Removal of cast		I									FALSE	FALSE										Removal of cast
		Removal of brace		I									FALSE	FALSE										Removal of brace
		Removal of splint		I									FALSE	FALSE										Removal of splint
PAB.BA.BH	Magnetic resonance imaging of head or neck, not elsewhere classified							MRI of head or neck NEC					FALSE	FALSE									Magnetic resonance imaging of head or neck, not elsewhere classified	
		MRI of head or neck, NEC		S									FALSE	FALSE										MRI of head or neck NEC
PAB.BA.BI	Magnetic resonance imaging of head or neck with intravenous contrast							MRI of head or neck with IV contrast					FALSE	FALSE									Magnetic resonance imaging of head or neck with intravenous contrast	
		MRI of head or neck with IV contrast		S									FALSE	FALSE										MRI of head or neck with IV contrast
PAB.DP.AH	Installation of assistive product to head or neck							Fitting of orthosis or external prosthesis to the head or neck; Prosthetic appliance for absent ear					FALSE	FALSE									Installation of assistive product to head or neck	
		Fitting of orthosis or external prosthesis to the head or neck		I									FALSE	FALSE										Fitting of orthosis or external prosthesis to the head or neck
		Fitting of a prosthetic appliance for absent ear		I									FALSE	FALSE										Prosthetic appliance for absent ear
PAB.LC.AH	Application of external immobilisation device to head or neck							Application of:; cast, brace, splint					FALSE	FALSE									Application of external immobilisation device to head or neck	
		Application of cast, brace, splint		R			Split into separate index terms					R?(WC)	FALSE	TRUE										Application of cast, brace, splint
PAB.SO.AH	Removal of an assistive product from head or neck							Removal of:; orthosis or external prosthesis; cast; brace; splint					FALSE	FALSE									Removal of an assistive product from head or neck	
		Removal of orthosis or external prosthesis		I									FALSE	FALSE										Removal of orthosis or external prosthesis
		Removal of cast		I									FALSE	FALSE										Removal of cast
		Removal of brace		I									FALSE	FALSE										Removal of brace
		Removal of splint		I									FALSE	FALSE										Removal of splint
PAE.BA.BA	X-ray of thorax							Routine chest x-ray, so described; X-ray of chest, NOS					FALSE	FALSE									X-ray of thorax	
		Routine chest X-ray, so described		I									FALSE	FALSE										Routine chest x-ray, so described
		X-ray of chest, NOS		I									FALSE	FALSE										X-ray of chest, NOS
PAE.BA.BC	Computerised tomography of thorax, not elsewhere classified							CT of:; chest; lung; thorax					FALSE	FALSE									Computerised tomography of thorax, not elsewhere classified	
		CT of chest		I									FALSE	FALSE										CT of chest
		CT of lung		I									FALSE	FALSE										CT of lung
		CT of thorax, NEC		S									FALSE	FALSE										CT of thorax
PAE.BA.BD	Computerised tomography of thorax with intravenous contrast							CT with IV contrast of:; chest; lung; thorax					FALSE	FALSE									Computerised tomography of thorax with intravenous contrast	
		CT of chest with IV contrast		I									FALSE	FALSE										CT with IV contrast of chest
		CT of lung with IV contrast		I									FALSE	FALSE										CT with IV contrast of lung
		CT of thorax with IV contrast		S									FALSE	FALSE										CT with IV contrast of thorax
PAE.BA.BH	Magnetic resonance imaging of thorax, not elsewhere classified							MRI chest					FALSE	FALSE									Magnetic resonance imaging of thorax, not elsewhere classified	
		MRI chest, NEC		I									FALSE	FALSE										MRI chest
PAF.MK.AA	Repair of chest wall, not elsewhere classified							Closure of thoracostomy; Suture of chest wall NOS					FALSE	FALSE									Repair of chest wall, not elsewhere classified	
		Closure of thoracostomy		I									FALSE	FALSE										Closure of thoracostomy
		Suture of chest wall, NOS		I									FALSE	FALSE										Suture of chest wall NOS
PAK.AD.AE	Percutaneous biopsy of abdomen, not elsewhere classified							Closed biopsy of intra-abdominal mass; Needle biopsy of intra-abdominal mass; Percutaneous biopsy of intra-abdominal mass					FALSE	FALSE									Percutaneous biopsy of abdomen, not elsewhere classified	
		Closed biopsy of intra-abdominal mass		I									FALSE	FALSE										Closed biopsy of intra-abdominal mass
		Needle biopsy of intra-abdominal mass		I									FALSE	FALSE										Needle biopsy of intra-abdominal mass
		Percutaneous biopsy of intra-abdominal mass		I									FALSE	FALSE										Percutaneous biopsy of intra-abdominal mass
PAK.AE.AB	Laparoscopy							Diagnostic exploratory laparoscopy; Staging laparoscopy					FALSE	FALSE									Laparoscopy	
		Diagnostic exploratory laparoscopy		I									FALSE	FALSE										Diagnostic exploratory laparoscopy
		Staging laparoscopy		I									FALSE	FALSE										Staging laparoscopy
PAK.BA.BA	X-ray of abdomen, not elsewhere classified							Abdominal x-ray NOS; Flat plate of abdomen					FALSE	FALSE									X-ray of abdomen, not elsewhere classified	
		Abdominal X-ray, NOS		S									FALSE	FALSE										Abdominal x-ray NOS
		Flat plate of abdomen		I									FALSE	FALSE										Flat plate of abdomen
PAK.BA.BB	Pelvic contrast radiography							Pelvic opaque dye contrast radiography; Pelvic gas contrast radiography; Pelvic pneumoperitoneum					FALSE	FALSE									Pelvic contrast radiography	
		Pelvic opaque dye contrast radiography		I									FALSE	FALSE										Pelvic opaque dye contrast radiography
		Pelvic gas contrast radiography		I									FALSE	FALSE										Pelvic gas contrast radiography
		Pelvic pneumoperitoneum		I									FALSE	FALSE										Pelvic pneumoperitoneum
PAK.BA.BC	Computerised tomography of abdomen, not elsewhere classified							Computerised axial tomography of abdomen, NEC; C.A.T. scan of abdomen, NEC; CT of abdominal cavity, NEC; Other abdomen tomography					FALSE	FALSE									Computerised tomography of abdomen, not elsewhere classified	
		Computerised axial tomography of abdomen, NEC		I									FALSE	FALSE										Computerised axial tomography of abdomen, NEC
		CT scan of abdomen, NEC		I									FALSE	FALSE										C.A.T. scan of abdomen, NEC
		CT of abdominal cavity, NEC		I									FALSE	FALSE										CT of abdominal cavity, NEC
		Other abdomen tomography		I									FALSE	FALSE										Other abdomen tomography
PAK.BA.BD	Computerised tomography of abdomen with intravenous contrast							Computerised axial tomography of abdomen with IV contrast; C.A.T. scan of abdomen with IV contrast; CT of abdominal cavity with IV contrast; Other abdomen tomography					FALSE	FALSE									Computerised tomography of abdomen with intravenous contrast	
		Computerised axial tomography of abdomen with IV contrast		I									FALSE	FALSE										Computerised axial tomography of abdomen with IV contrast
		CT scan of abdomen with IV contrast		I									FALSE	FALSE										C.A.T. scan of abdomen with IV contrast
		CT of abdominal cavity with IV contrast		I									FALSE	FALSE										CT of abdominal cavity with IV contrast
		Other abdomen tomography with IV contrast		I									FALSE	FALSE										Other abdomen tomography
PAK.BA.BH	Magnetic resonance imaging of abdomen, not elsewhere classified							Magnetic resonance imaging of pelvic cavity NEC; MRI of abdominal cavity, NEC; MRI of abdomen without IV contrast					FALSE	FALSE									Magnetic resonance imaging of abdomen, not elsewhere classified	
		Magnetic resonance imaging of pelvic cavity, NEC		I									FALSE	FALSE										Magnetic resonance imaging of pelvic cavity NEC
		MRI of abdominal cavity, NEC		I									FALSE	FALSE										MRI of abdominal cavity, NEC
		MRI of abdomen without IV contrast, NEC		I									FALSE	FALSE										MRI of abdomen without IV contrast
PAK.BA.BI	Magnetic resonance imaging of abdomen with intravenous contrast							Magnetic resonance imaging of pelvis with IV contrast; MRI of abdominal cavity with IV contrast; MRI of pelvic cavity with IV contrast					FALSE	FALSE									Magnetic resonance imaging of abdomen with intravenous contrast	
		Magnetic resonance imaging of pelvic cavity with IV contrast		I									FALSE	FALSE										Magnetic resonance imaging of pelvis with IV contrast
		MRI of abdominal cavity with IV contrast		I									FALSE	FALSE										MRI of abdominal cavity with IV contrast
		MRI of pelvic cavity with IV contrast		I									FALSE	FALSE										MRI of pelvic cavity with IV contrast
PAK.BA.BJ	Ultrasound of abdomen, not elsewhere classified							Abdominal ultrasound NOS; Pelvic ultrasound NOS					FALSE	FALSE									Ultrasound of abdomen, not elsewhere classified	
		Abdominal ultrasound, NOS		S									FALSE	FALSE										Abdominal ultrasound NOS
		Pelvic ultrasound, NOS		I									FALSE	FALSE										Pelvic ultrasound NOS
PAK.FA.AA	Laparotomy							Staging laparatomy					FALSE	FALSE									Laparotomy	
		Staging laparatomy		I									FALSE	FALSE										Staging laparatomy
PAK.FC.AA	Release of abdominal adhesions, not elsewhere classified							Abdominal adhesiolysis; Division of abdominal adhesions					FALSE	FALSE									Release of abdominal adhesions, not elsewhere classified	
		Abdominal adhesiolysis		I									FALSE	FALSE										Abdominal adhesiolysis
		Division of abdominal adhesions		I									FALSE	FALSE										Division of abdominal adhesions
PAK.FC.AB	Laparoscopic release of abdominal adhesions, not elsewhere classified							Laparoscopic:; abdominal adhesiolysis; division of abdominal adhesions					FALSE	FALSE									Laparoscopic release of abdominal adhesions, not elsewhere classified	
		Laparoscopic abdominal adhesiolysis		I									FALSE	FALSE										Laparoscopic abdominal adhesiolysis
		Laparoscopic division of abdominal adhesions		I									FALSE	FALSE										Laparoscopic division of abdominal adhesions
PAK.JA.AA	Irrigation of abdominal cavity, not elsewhere classified							Lavage of the abdominal cavity NOS					FALSE	FALSE									Irrigation of abdominal cavity, not elsewhere classified	
		Lavage of the abdominal cavity, NOS		I									FALSE	FALSE										Lavage of the abdominal cavity NOS
PAK.JA.AB	Laparoscopic irrigation of abdominal cavity, not elsewhere classified							Laparoscopic lavage of abdominal cavity NOS					FALSE	FALSE									Laparoscopic irrigation of abdominal cavity, not elsewhere classified	
		Laparoscopic lavage of abdominal cavity, NOS		I									FALSE	FALSE										Laparoscopic lavage of abdominal cavity NOS
PAK.JA.AE	Percutaneous irrigation of abdominal cavity, not elsewhere classified							Percutaneous lavage, abdominal cavity; Percutaneous needle irrigation of abdominal cavity					FALSE	FALSE									Percutaneous irrigation of abdominal cavity, not elsewhere classified	
		Percutaneous lavage of abdominal cavity, NOS		I									FALSE	FALSE										Percutaneous lavage, abdominal cavity
		Percutaneous needle irrigation of abdominal cavity, NOS		I									FALSE	FALSE										Percutaneous needle irrigation of abdominal cavity
PAK.JB.AA	Abdominal drainage, not elsewhere classified							Drainage of intra-abdominal abscess NOS; Drainage of pelvic cavity NOS					FALSE	FALSE									Abdominal drainage, not elsewhere classified	
		Drainage of intra-abdominal abscess, NOS		I									FALSE	FALSE										Drainage of intra-abdominal abscess NOS
		Drainage of pelvic cavity, NOS		I									FALSE	FALSE										Drainage of pelvic cavity NOS
PAK.JB.AB	Laparoscopic abdominal drainage, not elsewhere classified							Laparoscopic drainage of:; intra-abdominal abscess NOS; pelvic cavity NOS					FALSE	FALSE									Laparoscopic abdominal drainage, not elsewhere classified	
		Laparoscopic drainage of intra-abdominal abscess, NOS		I									FALSE	FALSE										Laparoscopic drainage of intra-abdominal abscess NOS
		Laparoscopic drainage of pelvic cavity, NOS		I									FALSE	FALSE										Laparoscopic drainage of pelvic cavity NOS
PAK.JB.AE	Percutaneous abdominal drainage, not elsewhere classified							Abdominal tap; Abdominocentesis; Aspiration of fluid from abdominal cavity NOS; Celiocentesis; Percutaneous drainage of abdominal or pelvic cavity NOS; Percutaneous drainage of intra-abdominal abscess NOS; Percutaneous needle drainage of abdominal cavity; Percutaneous drainage of lesion of abdominal cavity NOS					FALSE	FALSE									Percutaneous abdominal drainage, not elsewhere classified	
		Abdominal tap		I									FALSE	FALSE										Abdominal tap
		Abdominocentesis		I									FALSE	FALSE										Abdominocentesis
		Aspiration of fluid from abdominal cavity, NOS		I									FALSE	FALSE										Aspiration of fluid from abdominal cavity NOS
		Celiocentesis		I									FALSE	FALSE										Celiocentesis
		Percutaneous drainage of abdominal or pelvic cavity, NOS		I									FALSE	FALSE										Percutaneous drainage of abdominal or pelvic cavity NOS
		Percutaneous drainage of intra-abdominal abscess, NOS		I									FALSE	FALSE										Percutaneous drainage of intra-abdominal abscess NOS
		Percutaneous needle drainage of abdominal cavity, NOS		I									FALSE	FALSE										Percutaneous needle drainage of abdominal cavity
		Percutaneous drainage of lesion of abdominal cavity, NOS		I									FALSE	FALSE										Percutaneous drainage of lesion of abdominal cavity NOS
PAK.JD.AA	Removal of internal device or foreign body from abdomen, not elsewhere classified							Removal of device from abdominal cavity NOS				T?	FALSE	FALSE									Removal of foreign body from abdomen, not elsewhere classified	
		Removal of device from abdominal cavity NOS		D									TRUE	FALSE										Removal of device from abdominal cavity NOS
PAK.MK.AA	Repair of abdomen, not elsewhere classified							Other hernia repair; Repair of hernia, ischiatic; Repair of hernia, ischiorectal; Repair of hernia lumbar; Repair of hernia obturator; Repair of hernia omental; Repair of hernia retroperitoneal; Repair of hernia sciatic					FALSE	FALSE									Repair of abdomen, not elsewhere classified	
		Other hernia repair		I									FALSE	FALSE										Other hernia repair
		Repair of ischiatic hernia 		I									FALSE	FALSE										Repair of hernia, ischiatic
		Repair of ischiorectal hernia 		I									FALSE	FALSE										Repair of hernia, ischiorectal
		Repair of lumbar hernia 		I									FALSE	FALSE										Repair of hernia lumbar
		Repair of obturator hernia 		I									FALSE	FALSE										Repair of hernia obturator
		Repair of omental hernia 		I									FALSE	FALSE										Repair of hernia omental
		Repair of retroperitoneal hernia 		I									FALSE	FALSE										Repair of hernia retroperitoneal
		Repair of sciatic hernia 		I									FALSE	FALSE										Repair of hernia sciatic
PAK.MK.AB	Laparoscopic repair of abdomen, not elsewhere classified							Laparoscopic:; other hernia repair; repair of hernia, ischiatic; repair of hernia, ischiorectal; repair of hernia lumbar; repair of hernia obturator; repair of hernia omental; repair of hernia retroperitoneal; repair of hernia sciatic					FALSE	FALSE									Laparoscopic repair of abdomen, not elsewhere classified	
		Laparoscopic other hernia repair		I									FALSE	FALSE										Laparoscopic other hernia repair
		Laparoscopic repair of ischiatic hernia 		I									FALSE	FALSE										Laparoscopic repair of hernia, ischiatic
		Laparoscopic repair of ischiorectal hernia 		I									FALSE	FALSE										Laparoscopic repair of hernia, ischiorectal
		Laparoscopic repair of lumbar hernia 		I									FALSE	FALSE										Laparoscopic repair of hernia lumbar
