ICHI code	Title	Index term	Include note	Action flag	Expanded index with include note	Warning	Action flag comments	Original full index terms	Original full include notes			Flag	Delete index term	Review index term									Original Title	Original Expanded index with include note
VAF.PQ.ZZ	Psychotherapy for digital technology use behaviours								digital technology addiction; digital technology overuse; internet addiction; gaming				FALSE	FALSE									Psychotherapy for digital technology use behaviours	
			digital technology addiction	D	Psychotherapy for digital technology addiction								FALSE	FALSE										Psychotherapy for digital technology addiction
			digital technology overuse	D	Psychotherapy for digital technology overuse								FALSE	FALSE										Psychotherapy for digital technology overuse
			internet addiction	D	Psychotherapy for digital technology use behaviours - internet addiction								FALSE	FALSE										Psychotherapy for digital technology use behaviours - internet addiction
			gaming	I	Psychotherapy for gaming behaviours								FALSE	FALSE										Psychotherapy for digital technology use behaviours - gaming
VAF.RC.ZZ	Emotional support for digital technology use behaviours								digital technology addiction; digital technology overuse; internet addiction; gaming				FALSE	FALSE									Emotional support for digital technology use behaviours	
			digital technology addiction	D	Emotional support for digital technology addiction								FALSE	FALSE										Emotional support for digital technology addiction
			digital technology overuse	D	Emotional support for digital technology overuse								FALSE	FALSE										Emotional support for digital technology overuse
			internet addiction	D	Emotional support for digital technology use behaviours - internet addiction								FALSE	FALSE										Emotional support for digital technology use behaviours - internet addiction
			gaming	I	Emotional support for gaming behaviours								FALSE	FALSE										Emotional support for digital technology use behaviours - gaming
VAF.RE.ZZ	Provision of peer support for digital technology use behaviours								digital technology addiction; digital technology overuse; internet addiction; gaming				FALSE	FALSE									Provision of peer support for digital technology use behaviours	
			digital technology addiction	D	Provision of peer support for digital technology addiction								FALSE	FALSE										Provision of peer support for digital technology addiction
			digital technology overuse	D	Provision of peer support for digital technology overuse								FALSE	FALSE										Provision of peer support for digital technology overuse
			internet addiction	D	Provision of peer support for digital technology use behaviours - internet addiction								FALSE	FALSE										Provision of peer support for digital technology use behaviours - internet addiction
			gaming	I	Provision of peer support for gaming behaviours								FALSE	FALSE										Provision of peer support for digital technology use behaviours - gaming
VAF.TA.ZZ	Advocacy in relation to digital technology use behaviours								digital technology addiction; digital technology overuse; internet addiction; gaming				FALSE	FALSE									Advocacy in relation to digital technology use behaviours	
			digital technology addiction	D	Advocacy in relation to digital technology addiction								FALSE	FALSE										Advocacy in relation to digital technology addiction
			digital technology overuse	D	Advocacy in relation to digital technology overuse								FALSE	FALSE										Advocacy in relation to digital technology overuse
			internet addiction	D	Advocacy in relation to digital technology use behaviours - internet addiction								FALSE	FALSE										Advocacy in relation to digital technology use behaviours - internet addiction
			gaming	I	Advocacy in relation to gaming behaviours								FALSE	FALSE										Advocacy in relation to digital technology use behaviours - gaming
VAF.TD.ZZ	Collaborating or building partnerships in relation to digital technology use behaviours								digital technology addiction; digital technology overuse; internet addiction; gaming				FALSE	FALSE									Collaborating or building partnerships in relation to digital technology use behaviours	
			digital technology addiction	D	Collaborating or building partnerships in relation to digital technology addiction								FALSE	FALSE										Collaborating or building partnerships in relation to digital technology addiction
			digital technology overuse	D	Collaborating or building partnerships in relation to digital technology overuse								FALSE	FALSE										Collaborating or building partnerships in relation to digital technology overuse
			internet addiction	D	Collaborating or building partnerships in relation to digital technology use behaviours - internet addiction								FALSE	FALSE										Collaborating or building partnerships in relation to digital technology use behaviours - internet addiction
			gaming	I	Collaborating or building partnerships in relation to gaming behaviours								FALSE	FALSE										Collaborating or building partnerships in relation to digital technology use behaviours - gaming
VAF.TM.ZZ	Environment modification to influence digital technology use behaviours								digital technology addiction; digital technology overuse; internet addiction; gaming				FALSE	FALSE									Environment modification to influence digital technology use behaviours	
			digital technology addiction	D	Environment modification to influence digital technology addiction								FALSE	FALSE										Environment modification to influence digital technology addiction
			digital technology overuse	D	Environment modification to influence digital technology overuse								FALSE	FALSE										Environment modification to influence digital technology overuse
			internet addiction	D	Environment modification to influence digital technology use behaviours - internet addiction								FALSE	FALSE										Environment modification to influence digital technology use behaviours - internet addiction
			gaming	I	Environment modification to influence gaming behaviours								FALSE	FALSE										Environment modification to influence digital technology use behaviours - gaming
VAF.VA.ZZ	Capacity building targeting digital technology use behaviours								digital technology addiction; digital technology overuse; internet addiction; gaming			T?	FALSE	FALSE									Capacity building interventions targeting digital technology use behaviours	
			digital technology addiction	D	Capacity building interventions targeting digital technology addiction								FALSE	FALSE										Capacity building interventions targeting digital technology addiction
			digital technology overuse	D	Capacity building interventions targeting digital technology overuse								FALSE	FALSE										Capacity building interventions targeting digital technology overuse
			internet addiction	D	Capacity building interventions targeting digital technology use behaviours - internet addiction								FALSE	FALSE										Capacity building interventions targeting digital technology use behaviours - internet addiction
			gaming	I	Capacity building targeting gaming behaviours								FALSE	FALSE										Capacity building interventions targeting digital technology use behaviours - gaming
VAF.VB.ZZ	Awareness raising to influence digital technology use behaviours								digital technology addiction; digital technology overuse; internet addiction; gaming				FALSE	FALSE									Awareness raising to influence digital technology use behaviours	
			digital technology addiction	D	Awareness raising to influence digital technology addiction								FALSE	FALSE										Awareness raising to influence digital technology addiction
			digital technology overuse	D	Awareness raising to influence digital technology overuse								FALSE	FALSE										Awareness raising to influence digital technology overuse
			internet addiction	D	Awareness raising to influence digital technology use behaviours - internet addiction								FALSE	FALSE										Awareness raising to influence digital technology use behaviours - internet addiction
			gaming	I	Awareness raising to influence gaming behaviours								FALSE	FALSE										Awareness raising to influence digital technology use behaviours - gaming
VAF.VC.ZZ	Public health surveillance concerning digital technology use behaviours								digital technology addiction; digital technology overuse;internet addiction; gaming				FALSE	FALSE									Public health surveillance concerning digital technology use behaviours	
			digital technology addiction	D	Public health surveillance concerning digital technology addiction								FALSE	FALSE										Public health surveillance concerning digital technology addiction
			digital technology overuse	D	Public health surveillance concerning digital technology overuse								FALSE	FALSE										Public health surveillance concerning digital technology overuse
			internet addiction	D	Public health surveillance concerning digital technology use behaviours - internet addiction								FALSE	FALSE										Public health surveillance concerning digital technology use behaviours - internet addiction
			gaming	I	Public health surveillance concerning gaming behaviours								FALSE	FALSE										Public health surveillance concerning digital technology use behaviours - gaming
VAF.WG.ZZ	Non-economic incentives to encourage improved health behaviours relating to digital technology use								digital technology overuse; digital technology addiction; internet addiction; gaming				FALSE	FALSE									Non-economic incentives to encourage improved health behaviours relating to digital technology use	
			digital technology overuse	D	Non-economic incentives to encourage improved health behaviours relating to digital technology overuse								FALSE	FALSE										Non-economic incentives to encourage improved health behaviours relating to digital technology overuse
			digital technology addiction	D	Non-economic incentives to encourage improved health behaviours relating to digital technology addiction								FALSE	FALSE										Non-economic incentives to encourage improved health behaviours relating to digital technology addiction
			internet addiction	D	Non-economic incentives to encourage improved health behaviours relating to digital technology use - internet addiction								FALSE	FALSE										Non-economic incentives to encourage improved health behaviours relating to digital technology use - internet addiction
			gaming	I	Non-economic incentives to encourage improved health behaviours relating to gaming								FALSE	FALSE										Non-economic incentives to encourage improved health behaviours relating to digital technology use - gaming
VAF.WJ.ZZ	Policy change concerning digital technology use behaviours								digital technology addiction; digital technology overuse; internet addiction; gaming				FALSE	FALSE									Policy change concerning digital technology use behaviours	
			digital technology addiction	D	Policy change concerning digital technology addiction								FALSE	FALSE										Policy change concerning digital technology addiction
			digital technology overuse	D	Policy change concerning digital technology overuse								FALSE	FALSE										Policy change concerning digital technology overuse
			internet addiction	D	Policy change concerning digital technology use behaviours - internet addiction								FALSE	FALSE										Policy change concerning digital technology use behaviours - internet addiction
			gaming	I	Policy change concerning gaming behaviours								FALSE	FALSE										Policy change concerning digital technology use behaviours - gaming
VAF.ZY.ZZ	Other intervention targeting digital technology use behaviours, not elsewhere classified								digital technology addiction; digital technology overuse; internet addiction; gaming				FALSE	FALSE									Other intervention targeting digital technology use behaviours, not elsewhere classified	
			digital technology addiction	D	Other intervention targeting digital technology addiction								FALSE	FALSE										Other intervention targeting digital technology addiction
			digital technology overuse	D	Other intervention targeting digital technology overuse								FALSE	FALSE										Other intervention targeting digital technology overuse
			internet addiction	D	Other intervention targeting digital technology use behaviours - internet addiction, not elsewhere classified								FALSE	FALSE										Other intervention targeting digital technology use behaviours - internet addiction, not elsewhere classified
			gaming	I	Other intervention targeting gaming behaviours, not elsewhere classified								FALSE	FALSE										Other intervention targeting digital technology use behaviours - gaming, not elsewhere classified
VBA.AA.ZZ	Assessment of self-harm behaviours								Intentional self-inflicted poisoning or injury				FALSE	FALSE									Assessment of self-harm behaviours	
			Intentional self-inflicted poisoning or injury	D	Assessment of self-harm behaviours - Intentional self-inflicted poisoning or injury	Repeated words: [self]							FALSE	FALSE										Assessment of self-harm behaviours - Intentional self-inflicted poisoning or injury
VBA.AC.ZZ	Test of self-harm behaviours								Intentional self-inflicted poisoning or injury				FALSE	FALSE									Test of self-harm behaviours	
			Intentional self-inflicted poisoning or injury	D	Test of self-harm behaviours - Intentional self-inflicted poisoning or injury	Repeated words: [self]							FALSE	FALSE										Test of self-harm behaviours - Intentional self-inflicted poisoning or injury
VBA.PH.ZZ	Training  to influence self-harm behaviours								Intentional self-inflicted poisoning or injury				FALSE	FALSE									Training  to influence self-harm behaviours	
			Intentional self-inflicted poisoning or injury	D	Training  to influence self-harm behaviours - Intentional self-inflicted poisoning or injury	Repeated words: [self]							FALSE	FALSE										Training  to influence self-harm behaviours - Intentional self-inflicted poisoning or injury
VBA.PM.ZZ	Education to influence self-harm behaviours								Intentional self-inflicted poisoning or injury				FALSE	FALSE									Education to influence self-harm behaviours	
			Intentional self-inflicted poisoning or injury	D	Education to influence self-harm behaviours - Intentional self-inflicted poisoning or injury	Repeated words: [self]							FALSE	FALSE										Education to influence self-harm behaviours - Intentional self-inflicted poisoning or injury
VBA.PP.ZZ	Counselling about self-harm behaviours								Intentional self-inflicted poisoning or injury				FALSE	FALSE									Counselling about self-harm behaviours	
			Intentional self-inflicted poisoning or injury	D	Counselling about self-harm behaviours - Intentional self-inflicted poisoning or injury	Repeated words: [self]							FALSE	FALSE										Counselling about self-harm behaviours - Intentional self-inflicted poisoning or injury
VBA.PQ.ZZ	Psychotherapy for self-harm behaviours								Intentional self-inflicted poisoning or injury				FALSE	FALSE									Psychotherapy for self-harm behaviours	
			Intentional self-inflicted poisoning or injury	D	Psychotherapy for self-harm behaviours - Intentional self-inflicted poisoning or injury	Repeated words: [self]							FALSE	FALSE										Psychotherapy for self-harm behaviours - Intentional self-inflicted poisoning or injury
VBA.RC.ZZ	Emotional support for self-harm behaviours								Intentional self-inflicted poisoning or injury				FALSE	FALSE									Emotional support for self-harm behaviours	
			Intentional self-inflicted poisoning or injury	D	Emotional support for self-harm behaviours - Intentional self-inflicted poisoning or injury	Repeated words: [self]							FALSE	FALSE										Emotional support for self-harm behaviours - Intentional self-inflicted poisoning or injury
VBA.RE.ZZ	Provision of peer support for self-harm behaviours								Intentional self-inflicted poisoning or injury				FALSE	FALSE									Provision of peer support for self-harm behaviours	
			Intentional self-inflicted poisoning or injury	D	Provision of peer support for self-harm behaviours - Intentional self-inflicted poisoning or injury	Repeated words: [self]							FALSE	FALSE										Provision of peer support for self-harm behaviours - Intentional self-inflicted poisoning or injury
VBA.TA.ZZ	Advocacy in relation to self-harm behaviours								Intentional self-inflicted poisoning or injury				FALSE	FALSE									Advocacy in relation to self-harm behaviours	
			Intentional self-inflicted poisoning or injury	D	Advocacy in relation to self-harm behaviours - Intentional self-inflicted poisoning or injury	Repeated words: [self]							FALSE	FALSE										Advocacy in relation to self-harm behaviours - Intentional self-inflicted poisoning or injury
VBA.TD.ZZ	Collaborating or building partnerships in relation to self-harm behaviours								Intentional self-inflicted poisoning or injury				FALSE	FALSE									Collaborating or building partnerships in relation to self-harm behaviours	
			Intentional self-inflicted poisoning or injury	D	Collaborating or building partnerships in relation to self-harm behaviours - Intentional self-inflicted poisoning or injury	Repeated words: [self]							FALSE	FALSE										Collaborating or building partnerships in relation to self-harm behaviours - Intentional self-inflicted poisoning or injury
VBA.TM.ZZ	Environment modification to influence self-harm behaviours								intentional self-inflicted poisoning or injury				FALSE	FALSE									Environment modification to influence self-harm behaviours	
			intentional self-inflicted poisoning or injury	D	Environment modification to influence self-harm behaviours - intentional self-inflicted poisoning or injury	Repeated words: [self]							FALSE	FALSE										Environment modification to influence self-harm behaviours - intentional self-inflicted poisoning or injury
VBA.VA.ZZ	Capacity building targeting self-harm behaviours								Intentional self-inflicted poisoning or injury			T?	FALSE	FALSE									Capacity building interventions targeting self-harm behaviours	
			Intentional self-inflicted poisoning or injury	D	Capacity building interventions targeting self-harm behaviours - Intentional self-inflicted poisoning or injury	Repeated words: [self]							FALSE	FALSE										Capacity building interventions targeting self-harm behaviours - Intentional self-inflicted poisoning or injury
VBA.VC.ZZ	Public health surveillance concerning self-harm behaviours								intentional self-inflicted poisoning or injury				FALSE	FALSE									Public health surveillance concerning self-harm behaviours	
			intentional self-inflicted poisoning or injury	D	Public health surveillance concerning self-harm behaviours - intentional self-inflicted poisoning or injury	Repeated words: [self]							FALSE	FALSE										Public health surveillance concerning self-harm behaviours - intentional self-inflicted poisoning or injury
VBA.WJ.ZZ	Policy change concerning self-harm behaviours								intentional self-inflicted poisoning or injury				FALSE	FALSE									Policy change concerning self-harm behaviours	
			intentional self-inflicted poisoning or injury	D	Policy change concerning self-harm behaviours - intentional self-inflicted poisoning or injury	Repeated words: [self]							FALSE	FALSE										Policy change concerning self-harm behaviours - intentional self-inflicted poisoning or injury
VBA.ZY.ZZ	Other intervention targeting self-harm behaviours, not elsewhere classified								Intentional self-inflicted poisoning or injury				FALSE	FALSE									Other intervention targeting self-harm behaviours, not elsewhere classified	
			Intentional self-inflicted poisoning or injury	D	Other intervention targeting self-harm behaviours - Intentional self-inflicted poisoning or injury, not elsewhere classified	Repeated words: [self]							FALSE	FALSE										Other intervention targeting self-harm behaviours - Intentional self-inflicted poisoning or injury, not elsewhere classified
VBB.AA.ZZ	Assessment of family and partner violence behaviours								Sexual violence towards a partner or family member				FALSE	FALSE									Assessment of family and partner violence behaviours	
			Sexual violence towards a partner or family member	D	Assessment of family and partner violence behaviours - Sexual violence towards a partner or family member	Repeated words: [family, partner, violence]							FALSE	FALSE										Assessment of family and partner violence behaviours - Sexual violence towards a partner or family member
VBB.AC.ZZ	Test of family and partner violence behaviours								Sexual violence towards a partner or family member				FALSE	FALSE									Test of family and partner violence behaviours	
			Sexual violence towards a partner or family member	D	Test of family and partner violence behaviours - Sexual violence towards a partner or family member	Repeated words: [family, partner, violence]							FALSE	FALSE										Test of family and partner violence behaviours - Sexual violence towards a partner or family member
VBB.PH.ZZ	Training to influence family and partner violence behaviours								Sexual violence towards a partner or family member				FALSE	FALSE									Training to influence family and partner violence behaviours	
			Sexual violence towards a partner or family member	D	Training to influence family and partner violence behaviours - Sexual violence towards a partner or family member	Repeated words: [family, partner, violence]							FALSE	FALSE										Training to influence family and partner violence behaviours - Sexual violence towards a partner or family member
VBB.PM.ZZ	Education to influence family and partner violence behaviours								Sexual violence towards a partner or family member				FALSE	FALSE									Education to influence family and partner violence behaviours	
			Sexual violence towards a partner or family member	D	Education to influence family and partner violence behaviours - Sexual violence towards a partner or family member	Repeated words: [family, partner, violence]							FALSE	FALSE										Education to influence family and partner violence behaviours - Sexual violence towards a partner or family member
VBB.PP.ZZ	Counselling about family and partner violence behaviours								Sexual violence towards a partner or family member				FALSE	FALSE									Counselling about family and partner violence behaviours	
			Sexual violence towards a partner or family member	D	Counselling about family and partner violence behaviours - Sexual violence towards a partner or family member	Repeated words: [family, partner, violence]							FALSE	FALSE										Counselling about family and partner violence behaviours - Sexual violence towards a partner or family member
VBB.PQ.ZZ	Psychotherapy for family and partner violence behaviours								Sexual violence towards a partner or family member				FALSE	FALSE									Psychotherapy for family and partner violence behaviours	
			Sexual violence towards a partner or family member	D	Psychotherapy for family and partner violence behaviours - Sexual violence towards a partner or family member	Repeated words: [family, partner, violence]							FALSE	FALSE										Psychotherapy for family and partner violence behaviours - Sexual violence towards a partner or family member
VBB.RC.ZZ	Emotional support for family and partner violence behaviours								Sexual violence towards a partner or family member				FALSE	FALSE									Emotional support for family and partner violence behaviours	
			Sexual violence towards a partner or family member	D	Emotional support for family and partner violence behaviours - Sexual violence towards a partner or family member	Repeated words: [family, partner, violence]							FALSE	FALSE										Emotional support for family and partner violence behaviours - Sexual violence towards a partner or family member
VBB.RE.ZZ	Provision of peer support for family and partner violence behaviours								Sexual violence towards a partner or family member				FALSE	FALSE									Provision of peer support for family and partner violence behaviours	
			Sexual violence towards a partner or family member	D	Provision of peer support for family and partner violence behaviours - Sexual violence towards a partner or family member	Repeated words: [family, partner, violence]							FALSE	FALSE										Provision of peer support for family and partner violence behaviours - Sexual violence towards a partner or family member
VBB.TA.ZZ	Advocacy in relation to family and partner violence behaviours								Sexual violence towards a partner or family member				FALSE	FALSE									Advocacy in relation to family and partner violence behaviours	
			Sexual violence towards a partner or family member	D	Advocacy in relation to family and partner violence behaviours - Sexual violence towards a partner or family member	Repeated words: [family, partner, violence]							FALSE	FALSE										Advocacy in relation to family and partner violence behaviours - Sexual violence towards a partner or family member
VBB.TD.ZZ	Collaborating or building partnerships in relation to family and partner violence behaviours								Sexual violence towards a partner or family member				FALSE	FALSE									Collaborating or building partnerships in relation to family and partner violence behaviours	
			Sexual violence towards a partner or family member	D	Collaborating or building partnerships in relation to family and partner violence behaviours - Sexual violence towards a partner or family member	Repeated words: [family, partner, violence]							FALSE	FALSE										Collaborating or building partnerships in relation to family and partner violence behaviours - Sexual violence towards a partner or family member
VBB.TM.ZZ	Environment modification to influence family and partner violence behaviours								sexual violence towards a partner or family member				FALSE	FALSE									Environment modification to influence family and partner violence behaviours	
			sexual violence towards a partner or family member	D	Environment modification to influence family and partner violence behaviours - sexual violence towards a partner or family member	Repeated words: [family, partner, violence]							FALSE	FALSE										Environment modification to influence family and partner violence behaviours - sexual violence towards a partner or family member
VBB.VA.ZZ	Capacity building targeting family and partner violence behaviours								Sexual violence towards a partner or family member			T?	FALSE	FALSE									Capacity building interventions targeting family and partner violence behaviours	
			Sexual violence towards a partner or family member	D	Capacity building interventions targeting family and partner violence behaviours - Sexual violence towards a partner or family member	Repeated words: [family, partner, violence]							FALSE	FALSE										Capacity building interventions targeting family and partner violence behaviours - Sexual violence towards a partner or family member
VBB.VB.ZZ	Awareness raising to influence family and partner violence behaviours								sexual violence towards a partner or family member				FALSE	FALSE									Awareness raising to influence family and partner violence behaviours	
			sexual violence towards a partner or family member	D	Awareness raising to influence family and partner violence behaviours - sexual violence towards a partner or family member	Repeated words: [family, partner, violence]							FALSE	FALSE										Awareness raising to influence family and partner violence behaviours - sexual violence towards a partner or family member
VBB.VC.ZZ	Public health surveillance concerning family and partner violence behaviours								sexual violence towards a partner or family member				FALSE	FALSE									Public health surveillance concerning family and partner violence behaviours	
			sexual violence towards a partner or family member	D	Public health surveillance concerning family and partner violence behaviours - sexual violence towards a partner or family member	Repeated words: [family, partner, violence]							FALSE	FALSE										Public health surveillance concerning family and partner violence behaviours - sexual violence towards a partner or family member
VBB.WG.ZZ	Non-economic incentives to encourage improved health behaviours relating to family and partner violence								sexual violence towards a partner or family member				FALSE	FALSE									Non-economic incentives to encourage improved health behaviours relating to family and partner violence	
			sexual violence towards a partner or family member	D	Non-economic incentives to encourage improved health behaviours relating to family and partner violence - sexual violence towards a partner or family member	Repeated words: [family, partner, violence]							FALSE	FALSE										Non-economic incentives to encourage improved health behaviours relating to family and partner violence - sexual violence towards a partner or family member
VBB.WI.QD	Enactment of legislation or regulations for restrictions or requirements concerning family and partner violence behaviours							Enactment of compulsory reporting of suspected family or partner violence	sexual violence towards a partner or family member				FALSE	FALSE									Enactment of legislation or regulations for restrictions or requirements concerning family and partner violence behaviours	
			sexual violence towards a partner or family member	D	Enactment of legislation or regulations for restrictions or requirements concerning family and partner violence behaviours - sexual violence towards a partner or family member	Repeated words: [family, partner, violence]							FALSE	FALSE										Enactment of legislation or regulations for restrictions or requirements concerning family and partner violence behaviours - sexual violence towards a partner or family member
		Enactment of compulsory reporting of suspected family or partner violence		I									FALSE	FALSE										
			sexual violence towards a partner or family member	D	Enactment of compulsory reporting of suspected family or partner violence - sexual violence towards a partner or family member	Repeated words: [family, partner, violence]							FALSE	FALSE										Enactment of compulsory reporting of suspected family or partner violence - sexual violence towards a partner or family member
VBB.WI.QE	Enforcement of legislation or regulations for restrictions or requirements concerning family and partner violence behaviours							Enforcement of compulsory reporting of suspected family or partner violence	sexual violence towards a partner or family member				FALSE	FALSE									Enforcement of legislation or regulations for restrictions or requirements concerning family and partner violence behaviours	
			sexual violence towards a partner or family member	D	Enforcement of legislation or regulations for restrictions or requirements concerning family and partner violence behaviours - sexual violence towards a partner or family member	Repeated words: [family, partner, violence]							FALSE	FALSE										Enforcement of legislation or regulations for restrictions or requirements concerning family and partner violence behaviours - sexual violence towards a partner or family member
		Enforcement of compulsory reporting of suspected family or partner violence		I									FALSE	FALSE										
			sexual violence towards a partner or family member	D	Enforcement of compulsory reporting of suspected family or partner violence - sexual violence towards a partner or family member	Repeated words: [family, partner, violence]							FALSE	FALSE										Enforcement of compulsory reporting of suspected family or partner violence - sexual violence towards a partner or family member
VBB.WJ.ZZ	Policy change concerning family and partner violence behaviours								sexual violence towards a partner or family member				FALSE	FALSE									Policy change concerning family and partner violence behaviours	
			sexual violence towards a partner or family member	D	Policy change concerning family and partner violence behaviours - sexual violence towards a partner or family member	Repeated words: [family, partner, violence]							FALSE	FALSE										Policy change concerning family and partner violence behaviours - sexual violence towards a partner or family member
VBB.ZY.ZZ	Other intervention targeting family and partner violence behaviours, not elsewhere classified								Sexual violence towards a partner or family member				FALSE	FALSE									Other intervention targeting family and partner violence behaviours, not elsewhere classified	
			Sexual violence towards a partner or family member	D	Other intervention targeting family and partner violence behaviours - Sexual violence towards a partner or family member, not elsewhere classified	Repeated words: [family, partner, violence]							FALSE	FALSE										Other intervention targeting family and partner violence behaviours - Sexual violence towards a partner or family member, not elsewhere classified
VBC.AA.ZZ	Assessment of community violence behaviours								Sexual violence towards someone who is not a partner or family member				FALSE	FALSE									Assessment of community violence behaviours	
			Sexual violence towards someone who is not a partner or family member	D	Assessment of community violence behaviours - Sexual violence towards someone who is not a partner or family member	Repeated words: [violence]							FALSE	FALSE										Assessment of community violence behaviours - Sexual violence towards someone who is not a partner or family member
VBC.AC.ZZ	Test of community violence behaviours								Sexual violence towards someone who is not a partner or family member				FALSE	FALSE									Test of community violence behaviours	
			Sexual violence towards someone who is not a partner or family member	D	Test of community violence behaviours - Sexual violence towards someone who is not a partner or family member	Repeated words: [violence]							FALSE	FALSE										Test of community violence behaviours - Sexual violence towards someone who is not a partner or family member
VBC.PH.ZZ	Training to influence community violence behaviours								Sexual violence towards someone who is not a partner or family member				FALSE	FALSE									Training to influence community violence behaviours	
			Sexual violence towards someone who is not a partner or family member	D	Training to influence community violence behaviours - Sexual violence towards someone who is not a partner or family member	Repeated words: [violence]							FALSE	FALSE										Training to influence community violence behaviours - Sexual violence towards someone who is not a partner or family member
VBC.PM.ZZ	Education to influence community violence behaviours								Sexual violence towards someone who is not a partner or family member				FALSE	FALSE									Education to influence community violence behaviours	
			Sexual violence towards someone who is not a partner or family member	D	Education to influence community violence behaviours - Sexual violence towards someone who is not a partner or family member	Repeated words: [violence]							FALSE	FALSE										Education to influence community violence behaviours - Sexual violence towards someone who is not a partner or family member
VBC.PP.ZZ	Counselling about community violence behaviours								Sexual violence towards someone who is not a partner or family member				FALSE	FALSE									Counselling about community violence behaviours	
			Sexual violence towards someone who is not a partner or family member	D	Counselling about community violence behaviours - Sexual violence towards someone who is not a partner or family member	Repeated words: [violence]							FALSE	FALSE										Counselling about community violence behaviours - Sexual violence towards someone who is not a partner or family member
VBC.PQ.ZZ	Psychotherapy for community violence behaviours								Sexual violence towards someone who is not a partner or family member				FALSE	FALSE									Psychotherapy for community violence behaviours	
			Sexual violence towards someone who is not a partner or family member	D	Psychotherapy for community violence behaviours - Sexual violence towards someone who is not a partner or family member	Repeated words: [violence]							FALSE	FALSE										Psychotherapy for community violence behaviours - Sexual violence towards someone who is not a partner or family member
VBC.RC.ZZ	Emotional support for community violence behaviours								Sexual violence towards someone who is not a partner or family member				FALSE	FALSE									Emotional support for community violence behaviours	
			Sexual violence towards someone who is not a partner or family member	D	Emotional support for community violence behaviours - Sexual violence towards someone who is not a partner or family member	Repeated words: [violence]							FALSE	FALSE										Emotional support for community violence behaviours - Sexual violence towards someone who is not a partner or family member
VBC.RE.ZZ	Provision of peer support for community violence behaviours								Sexual violence towards someone who is not a partner or family member				FALSE	FALSE									Provision of peer support for community violence behaviours	
			Sexual violence towards someone who is not a partner or family member	D	Provision of peer support for community violence behaviours - Sexual violence towards someone who is not a partner or family member	Repeated words: [violence]							FALSE	FALSE										Provision of peer support for community violence behaviours - Sexual violence towards someone who is not a partner or family member
VBC.TA.ZZ	Advocacy in relation to community violence behaviours								Sexual violence towards someone who is not a partner or family member				FALSE	FALSE									Advocacy in relation to community violence behaviours	
			Sexual violence towards someone who is not a partner or family member	D	Advocacy in relation to community violence behaviours - Sexual violence towards someone who is not a partner or family member	Repeated words: [violence]							FALSE	FALSE										Advocacy in relation to community violence behaviours - Sexual violence towards someone who is not a partner or family member
VBC.TD.ZZ	Collaborating or building partnerships in relation to community violence behaviours								Sexual violence towards someone who is not a partner or family member				FALSE	FALSE									Collaborating or building partnerships in relation to community violence behaviours	
			Sexual violence towards someone who is not a partner or family member	D	Collaborating or building partnerships in relation to community violence behaviours - Sexual violence towards someone who is not a partner or family member	Repeated words: [violence]							FALSE	FALSE										Collaborating or building partnerships in relation to community violence behaviours - Sexual violence towards someone who is not a partner or family member
VBC.TK.ZZ	Public facilities or infrastructure development targeting community violence behaviours								Sexual violence towards someone who is not a partner or family member				FALSE	FALSE									Public facilities or infrastructure development targeting community violence behaviours	
			Sexual violence towards someone who is not a partner or family member	D	Public facilities or infrastructure development targeting community violence behaviours - Sexual violence towards someone who is not a partner or family member	Repeated words: [violence]							FALSE	FALSE										Public facilities or infrastructure development targeting community violence behaviours - Sexual violence towards someone who is not a partner or family member
VBC.TM.ZZ	Environment modification to influence community violence behaviours								sexual violence towards someone who is not a partner or family member				FALSE	FALSE									Environment modification to influence community violence behaviours	
			sexual violence towards someone who is not a partner or family member	D	Environment modification to influence community violence behaviours - sexual violence towards someone who is not a partner or family member	Repeated words: [violence]							FALSE	FALSE										Environment modification to influence community violence behaviours - sexual violence towards someone who is not a partner or family member
VBC.VA.ZZ	Capacity building targeting community violence behaviours								Sexual violence towards someone who is not a partner or family member			T?	FALSE	FALSE									Capacity building interventions targeting community violence behaviours	
			Sexual violence towards someone who is not a partner or family member	D	Capacity building interventions targeting community violence behaviours - Sexual violence towards someone who is not a partner or family member	Repeated words: [violence]							FALSE	FALSE										Capacity building interventions targeting community violence behaviours - Sexual violence towards someone who is not a partner or family member
VBC.VB.ZZ	Awareness raising to influence community violence behaviours								sexual violence towards someone who is not a partner or family member				FALSE	FALSE									Awareness raising to influence community violence behaviours	
			sexual violence towards someone who is not a partner or family member	D	Awareness raising to influence community violence behaviours - sexual violence towards someone who is not a partner or family member	Repeated words: [violence]							FALSE	FALSE										Awareness raising to influence community violence behaviours - sexual violence towards someone who is not a partner or family member
VBC.VC.ZZ	Public health surveillance concerning community violence behaviours								sexual violence towards someone who is not a partner or family member				FALSE	FALSE									Public health surveillance concerning community violence behaviours	
			sexual violence towards someone who is not a partner or family member	D	Public health surveillance concerning community violence behaviours - sexual violence towards someone who is not a partner or family member	Repeated words: [violence]							FALSE	FALSE										Public health surveillance concerning community violence behaviours - sexual violence towards someone who is not a partner or family member
VBC.WG.ZZ	Non-economic incentives to encourage improved health behaviours relating to community violence								sexual violence towards someone who is not a partner or family member				FALSE	FALSE									Non-economic incentives to encourage improved health behaviours relating to community violence	
